"tabela","categoria","idade_cat","sexo","region_cadunico","med_altura","med_peso","med_imc","n_dist"
"estados","Tocantins","7a","Masculino","Rural",-0.28,-0.23,-0.11,1122
"estados","Tocantins","7a","Masculino","Urbana",-0.06,-0.04,-0.04,3770
"estados","Acre","8a","Feminino","Rural",-0.62,-0.31,0.04,1369
"estados","Acre","8a","Feminino","Urbana",-0.25,-0.03,0.1,1905
"estados","Alagoas","8a","Feminino","Rural",0.01,0.13,0.13,5004
"estados","Alagoas","8a","Feminino","Urbana",0.06,0.23,0.23,6505
"estados","Amapa","8a","Feminino","Rural",-0.52,-0.3,-0.04,238
"estados","Amapa","8a","Feminino","Urbana",-0.4,-0.17,0.05,886
"estados","Amazonas","8a","Feminino","Rural",-0.77,-0.48,-0.06,4200
"estados","Amazonas","8a","Feminino","Urbana",-0.41,-0.15,0.08,11237
"estados","Bahia","8a","Feminino","Rural",0.13,0.1,0,19926
"estados","Bahia","8a","Feminino","Urbana",0.21,0.26,0.15,23432
"estados","Ceara","8a","Feminino","Rural",0.02,0.28,0.33,15754
"estados","Ceara","8a","Feminino","Urbana",0.05,0.38,0.44,17752
"estados","Distrito Federal","8a","Feminino","Rural",-0.05,-0.06,-0.08,190
"estados","Distrito Federal","8a","Feminino","Urbana",0.25,0.27,0.14,1291
"estados","Espirito Santo","8a","Feminino","Rural",0.24,0.32,0.22,1858
"estados","Espirito Santo","8a","Feminino","Urbana",0.19,0.31,0.24,5176
"estados","Goias","8a","Feminino","Rural",0.24,0.29,0.18,1260
"estados","Goias","8a","Feminino","Urbana",0.33,0.41,0.28,8804
"estados","Maranhao","8a","Feminino","Rural",-0.35,-0.23,-0.07,15917
"estados","Maranhao","8a","Feminino","Urbana",-0.17,-0.07,0.01,19985
"estados","Mato Grosso","8a","Feminino","Rural",0.11,0.26,0.24,1254
"estados","Mato Grosso","8a","Feminino","Urbana",0.16,0.35,0.32,5854
"estados","Mato Grosso do Sul","8a","Feminino","Rural",-0.14,0.24,0.41,1402
"estados","Mato Grosso do Sul","8a","Feminino","Urbana",0.13,0.31,0.29,5773
"estados","Minas Gerais","8a","Feminino","Rural",0.12,0.19,0.13,12861
"estados","Minas Gerais","8a","Feminino","Urbana",0.21,0.33,0.26,32175
"estados","Para","8a","Feminino","Rural",-0.55,-0.35,-0.08,14285
"estados","Para","8a","Feminino","Urbana",-0.25,-0.09,0.04,19843
"estados","Paraiba","8a","Feminino","Rural",0.06,0.21,0.21,5373
"estados","Paraiba","8a","Feminino","Urbana",0.09,0.28,0.27,9118
"estados","Parana","8a","Feminino","Rural",0.05,0.28,0.31,4948
"estados","Parana","8a","Feminino","Urbana",0.17,0.4,0.38,15028
"estados","Pernambuco","8a","Feminino","Rural",0.06,0.22,0.22,9616
"estados","Pernambuco","8a","Feminino","Urbana",0.11,0.33,0.32,14289
"estados","Piaui","8a","Feminino","Rural",-0.14,-0.06,-0.02,5227
"estados","Piaui","8a","Feminino","Urbana",0.01,0.13,0.13,5757
"estados","Rio Grande do Norte","8a","Feminino","Rural",-0.01,0.32,0.4,2874
"estados","Rio Grande do Norte","8a","Feminino","Urbana",0.04,0.4,0.47,5317
"estados","Rio Grande do Sul","8a","Feminino","Rural",0.15,0.51,0.56,2916
"estados","Rio Grande do Sul","8a","Feminino","Urbana",0.12,0.56,0.63,10307
"estados","Rio de Janeiro","8a","Feminino","Rural",0.19,0.39,0.36,1603
"estados","Rio de Janeiro","8a","Feminino","Urbana",0.18,0.43,0.42,13539
"estados","Rondonia","8a","Feminino","Rural",0.1,0.07,-0.02,1176
"estados","Rondonia","8a","Feminino","Urbana",0.05,0.12,0.07,1846
"estados","Roraima","8a","Feminino","Rural",-0.56,-0.18,0.19,399
"estados","Roraima","8a","Feminino","Urbana",-0.13,0.08,0.16,1370
"estados","Santa Catarina","8a","Feminino","Rural",0.04,0.34,0.4,1779
"estados","Santa Catarina","8a","Feminino","Urbana",0.06,0.38,0.44,4859
"estados","Sao Paulo","8a","Feminino","Rural",0.08,0.34,0.36,3352
"estados","Sao Paulo","8a","Feminino","Urbana",0.22,0.47,0.45,32556
"estados","Sergipe","8a","Feminino","Rural",0.06,0.14,0.12,3374
"estados","Sergipe","8a","Feminino","Urbana",0.16,0.32,0.28,3881
"estados","Tocantins","8a","Feminino","Rural",-0.14,-0.1,-0.08,1570
"estados","Tocantins","8a","Feminino","Urbana",0.07,0.09,0.04,4809
"estados","Acre","8a","Masculino","Rural",-0.58,-0.41,-0.11,151
"estados","Acre","8a","Masculino","Urbana",-0.31,-0.15,0.01,164
"estados","Alagoas","8a","Masculino","Rural",-0.14,-0.01,0.06,1092
"estados","Alagoas","8a","Masculino","Urbana",0.08,0.24,0.22,1492
"estados","Amapa","8a","Masculino","Rural",-0.9,-0.59,-0.02,22
"estados","Amapa","8a","Masculino","Urbana",-0.48,-0.2,0.1,146
"estados","Amazonas","8a","Masculino","Rural",-0.76,-0.45,0,731
"estados","Amazonas","8a","Masculino","Urbana",-0.4,-0.17,0.06,2217
"estados","Bahia","8a","Masculino","Rural",0.01,-0.01,-0.08,3546
"estados","Bahia","8a","Masculino","Urbana",0.11,0.17,0.09,3758
"estados","Ceara","8a","Masculino","Rural",-0.14,0.19,0.35,2558
"estados","Ceara","8a","Masculino","Urbana",0,0.44,0.56,3042
"estados","Distrito Federal","8a","Masculino","Rural",-0.29,0.15,0.4,8
"estados","Distrito Federal","8a","Masculino","Urbana",-0.02,0.16,0.22,67
"estados","Espirito Santo","8a","Masculino","Rural",0.14,0.29,0.25,601
"estados","Espirito Santo","8a","Masculino","Urbana",0.05,0.18,0.17,1551
"estados","Goias","8a","Masculino","Rural",0.16,0.22,0.12,344
"estados","Goias","8a","Masculino","Urbana",0.21,0.38,0.3,2654
"estados","Maranhao","8a","Masculino","Rural",-0.49,-0.4,-0.18,2570
"estados","Maranhao","8a","Masculino","Urbana",-0.3,-0.21,-0.07,3376
"estados","Mato Grosso","8a","Masculino","Rural",0.24,0.45,0.39,305
"estados","Mato Grosso","8a","Masculino","Urbana",0.19,0.33,0.26,1471
"estados","Mato Grosso do Sul","8a","Masculino","Rural",0.12,0.36,0.35,240
"estados","Mato Grosso do Sul","8a","Masculino","Urbana",0.11,0.37,0.4,1677
"estados","Minas Gerais","8a","Masculino","Rural",0.03,0.13,0.1,6137
"estados","Minas Gerais","8a","Masculino","Urbana",0.19,0.35,0.29,15679
"estados","Para","8a","Masculino","Rural",-0.65,-0.41,-0.03,1986
"estados","Para","8a","Masculino","Urbana",-0.37,-0.16,0.04,2727
"estados","Paraiba","8a","Masculino","Rural",-0.07,0.08,0.14,1920
"estados","Paraiba","8a","Masculino","Urbana",0.03,0.25,0.28,2308
"estados","Parana","8a","Masculino","Rural",-0.01,0.3,0.38,3249
"estados","Parana","8a","Masculino","Urbana",0.09,0.4,0.45,8639
"estados","Pernambuco","8a","Masculino","Rural",0.01,0.23,0.26,1230
"estados","Pernambuco","8a","Masculino","Urbana",0.03,0.26,0.29,2075
"estados","Piaui","8a","Masculino","Rural",-0.2,-0.14,-0.09,931
"estados","Piaui","8a","Masculino","Urbana",-0.07,0.05,0.08,1279
"estados","Rio Grande do Norte","8a","Masculino","Rural",-0.07,0.33,0.48,575
"estados","Rio Grande do Norte","8a","Masculino","Urbana",-0.01,0.38,0.5,1411
"estados","Rio Grande do Sul","8a","Masculino","Rural",0.07,0.5,0.63,1456
"estados","Rio Grande do Sul","8a","Masculino","Urbana",0.11,0.62,0.74,5640
"estados","Rio de Janeiro","8a","Masculino","Rural",0.07,0.31,0.34,456
"estados","Rio de Janeiro","8a","Masculino","Urbana",0.25,0.43,0.36,2239
"estados","Rondonia","8a","Masculino","Rural",0.23,0.22,0.07,228
"estados","Rondonia","8a","Masculino","Urbana",0.13,0.31,0.29,554
"estados","Roraima","8a","Masculino","Rural",-0.17,0.21,0.39,19
"estados","Roraima","8a","Masculino","Urbana",-0.36,0.07,0.35,113
"estados","Santa Catarina","8a","Masculino","Rural",0.04,0.32,0.4,1153
"estados","Santa Catarina","8a","Masculino","Urbana",0,0.37,0.49,2627
"estados","Sao Paulo","8a","Masculino","Rural",0.05,0.37,0.44,1192
"estados","Sao Paulo","8a","Masculino","Urbana",0.23,0.56,0.56,9319
"estados","Sergipe","8a","Masculino","Rural",0.06,0.04,-0.05,488
"estados","Sergipe","8a","Masculino","Urbana",0.05,0.07,0,420
"estados","Tocantins","8a","Masculino","Rural",-0.19,-0.15,-0.08,417
"estados","Tocantins","8a","Masculino","Urbana",0.04,0.1,0.06,1464
"estados","Acre","9a","Feminino","Rural",-0.64,-0.36,-0.02,1218
"estados","Acre","9a","Feminino","Urbana",-0.3,-0.02,0.16,1659
"estados","Alagoas","9a","Feminino","Rural",-0.08,0.09,0.14,5035
"estados","Alagoas","9a","Feminino","Urbana",0,0.19,0.22,5868
"estados","Amapa","9a","Feminino","Rural",-0.48,-0.22,0,221
"estados","Amapa","9a","Feminino","Urbana",-0.45,-0.17,0.07,765
"estados","Amazonas","9a","Feminino","Rural",-0.83,-0.47,-0.02,4083
"estados","Amazonas","9a","Feminino","Urbana",-0.45,-0.15,0.11,10025
"estados","Bahia","9a","Feminino","Rural",0.06,0.07,0.01,19411
"estados","Bahia","9a","Feminino","Urbana",0.15,0.22,0.14,21054
"estados","Ceara","9a","Feminino","Rural",-0.12,0.19,0.31,15739
"estados","Ceara","9a","Feminino","Urbana",-0.04,0.31,0.41,16481
"estados","Distrito Federal","9a","Feminino","Rural",0.14,0.17,0.12,154
"estados","Distrito Federal","9a","Feminino","Urbana",0.2,0.22,0.1,1094
"estados","Espirito Santo","9a","Feminino","Rural",0.14,0.28,0.24,1811
"estados","Espirito Santo","9a","Feminino","Urbana",0.15,0.29,0.24,4444
"estados","Goias","9a","Feminino","Rural",0.2,0.26,0.16,1197
"estados","Goias","9a","Feminino","Urbana",0.23,0.37,0.29,7913
"estados","Maranhao","9a","Feminino","Rural",-0.42,-0.27,-0.07,15888
"estados","Maranhao","9a","Feminino","Urbana",-0.24,-0.1,0.01,18632
"estados","Mato Grosso","9a","Feminino","Rural",0.07,0.3,0.32,1241
"estados","Mato Grosso","9a","Feminino","Urbana",0.08,0.29,0.29,5352
"estados","Mato Grosso do Sul","9a","Feminino","Rural",-0.18,0.24,0.43,1270
"estados","Mato Grosso do Sul","9a","Feminino","Urbana",0.1,0.31,0.31,5220
"estados","Minas Gerais","9a","Feminino","Rural",0.03,0.14,0.14,12219
"estados","Minas Gerais","9a","Feminino","Urbana",0.15,0.3,0.25,29428
"estados","Para","9a","Feminino","Rural",-0.62,-0.39,-0.09,13712
"estados","Para","9a","Feminino","Urbana",-0.32,-0.12,0.04,17707
"estados","Paraiba","9a","Feminino","Rural",-0.07,0.15,0.21,5027
"estados","Paraiba","9a","Feminino","Urbana",-0.01,0.21,0.25,8123
"estados","Parana","9a","Feminino","Rural",-0.01,0.28,0.34,4461
"estados","Parana","9a","Feminino","Urbana",0.09,0.38,0.4,13376
"estados","Pernambuco","9a","Feminino","Rural",-0.07,0.15,0.21,9567
"estados","Pernambuco","9a","Feminino","Urbana",0.04,0.28,0.31,13107
"estados","Piaui","9a","Feminino","Rural",-0.26,-0.13,-0.01,5237
"estados","Piaui","9a","Feminino","Urbana",-0.06,0.08,0.11,5315
"estados","Rio Grande do Norte","9a","Feminino","Rural",-0.08,0.26,0.36,2854
"estados","Rio Grande do Norte","9a","Feminino","Urbana",-0.02,0.35,0.44,5118
"estados","Rio Grande do Sul","9a","Feminino","Rural",0.13,0.52,0.56,2708
"estados","Rio Grande do Sul","9a","Feminino","Urbana",0.09,0.54,0.62,8867
"estados","Rio de Janeiro","9a","Feminino","Rural",0.14,0.36,0.34,1419
"estados","Rio de Janeiro","9a","Feminino","Urbana",0.13,0.4,0.41,11567
"estados","Rondonia","9a","Feminino","Rural",0.04,0.05,-0.01,1219
"estados","Rondonia","9a","Feminino","Urbana",-0.07,0.04,0.06,1773
"estados","Roraima","9a","Feminino","Rural",-0.51,-0.13,0.2,365
"estados","Roraima","9a","Feminino","Urbana",-0.08,0.15,0.23,1335
"estados","Santa Catarina","9a","Feminino","Rural",-0.08,0.29,0.41,1615
"estados","Santa Catarina","9a","Feminino","Urbana",-0.01,0.32,0.4,4229
"estados","Sao Paulo","9a","Feminino","Rural",0.01,0.34,0.41,3193
"estados","Sao Paulo","9a","Feminino","Urbana",0.17,0.46,0.45,29444
"estados","Sergipe","9a","Feminino","Rural",-0.01,0.11,0.12,3403
"estados","Sergipe","9a","Feminino","Urbana",0.08,0.26,0.24,3545
"estados","Tocantins","9a","Feminino","Rural",-0.1,-0.04,-0.01,1550
"estados","Tocantins","9a","Feminino","Urbana",0.02,0.04,0.01,4516
"estados","Acre","9a","Masculino","Rural",-0.52,-0.14,0.21,132
"estados","Acre","9a","Masculino","Urbana",-0.35,-0.2,-0.03,134
"estados","Alagoas","9a","Masculino","Rural",-0.17,0.02,0.12,934
"estados","Alagoas","9a","Masculino","Urbana",0.02,0.31,0.37,1242
"estados","Amapa","9a","Masculino","Rural",-0.99,-0.72,-0.19,21
"estados","Amapa","9a","Masculino","Urbana",-0.42,-0.3,-0.12,109
"estados","Amazonas","9a","Masculino","Rural",-0.8,-0.41,0.08,678
"estados","Amazonas","9a","Masculino","Urbana",-0.43,-0.08,0.21,1832
"estados","Bahia","9a","Masculino","Rural",0.02,0.04,-0.01,2771
"estados","Bahia","9a","Masculino","Urbana",0.11,0.2,0.14,2819
"estados","Ceara","9a","Masculino","Rural",-0.2,0.22,0.42,2163
"estados","Ceara","9a","Masculino","Urbana",-0.02,0.44,0.58,2540
"estados","Distrito Federal","9a","Masculino","Rural",-0.46,-0.04,0.29,12
"estados","Distrito Federal","9a","Masculino","Urbana",0.21,0.47,0.45,42
"estados","Espirito Santo","9a","Masculino","Rural",0.18,0.28,0.2,466
"estados","Espirito Santo","9a","Masculino","Urbana",0.11,0.29,0.28,996
"estados","Goias","9a","Masculino","Rural",0.21,0.35,0.29,294
"estados","Goias","9a","Masculino","Urbana",0.23,0.41,0.35,2038
"estados","Maranhao","9a","Masculino","Rural",-0.56,-0.39,-0.13,2261
"estados","Maranhao","9a","Masculino","Urbana",-0.35,-0.19,-0.02,2665
"estados","Mato Grosso","9a","Masculino","Rural",0.21,0.28,0.16,314
"estados","Mato Grosso","9a","Masculino","Urbana",0.16,0.33,0.29,1137
"estados","Mato Grosso do Sul","9a","Masculino","Rural",0.19,0.44,0.43,223
"estados","Mato Grosso do Sul","9a","Masculino","Urbana",0.06,0.36,0.43,1389
"estados","Minas Gerais","9a","Masculino","Rural",0.01,0.18,0.2,5434
"estados","Minas Gerais","9a","Masculino","Urbana",0.18,0.36,0.33,13124
"estados","Para","9a","Masculino","Rural",-0.66,-0.37,0,1707
"estados","Para","9a","Masculino","Urbana",-0.38,-0.13,0.09,2246
"estados","Paraiba","9a","Masculino","Rural",-0.11,0.07,0.15,1554
"estados","Paraiba","9a","Masculino","Urbana",0.03,0.29,0.34,1743
"estados","Parana","9a","Masculino","Rural",-0.01,0.31,0.42,2612
"estados","Parana","9a","Masculino","Urbana",0.09,0.45,0.53,6979
"estados","Pernambuco","9a","Masculino","Rural",-0.08,0.17,0.25,1053
"estados","Pernambuco","9a","Masculino","Urbana",0,0.29,0.35,1506
"estados","Piaui","9a","Masculino","Rural",-0.33,-0.16,-0.01,799
"estados","Piaui","9a","Masculino","Urbana",-0.11,0.16,0.25,991
"estados","Rio Grande do Norte","9a","Masculino","Rural",-0.12,0.27,0.45,505
"estados","Rio Grande do Norte","9a","Masculino","Urbana",-0.04,0.41,0.57,1133
"estados","Rio Grande do Sul","9a","Masculino","Rural",0.08,0.57,0.7,1218
"estados","Rio Grande do Sul","9a","Masculino","Urbana",0.12,0.67,0.81,4597
"estados","Rio de Janeiro","9a","Masculino","Rural",0.07,0.22,0.22,328
"estados","Rio de Janeiro","9a","Masculino","Urbana",0.18,0.43,0.42,1725
"estados","Rondonia","9a","Masculino","Rural",0.03,0.15,0.13,182
"estados","Rondonia","9a","Masculino","Urbana",0.07,0.24,0.22,476
"estados","Roraima","9a","Masculino","Rural",-0.38,-0.58,-0.6,19
"estados","Roraima","9a","Masculino","Urbana",-0.29,0.24,0.5,99
"estados","Santa Catarina","9a","Masculino","Rural",0.05,0.45,0.56,975
"estados","Santa Catarina","9a","Masculino","Urbana",0.03,0.43,0.54,2231
"estados","Sao Paulo","9a","Masculino","Rural",0.05,0.39,0.47,959
"estados","Sao Paulo","9a","Masculino","Urbana",0.22,0.58,0.6,7360
"estados","Sergipe","9a","Masculino","Rural",0.06,0.06,-0.02,426
"estados","Sergipe","9a","Masculino","Urbana",0.11,0.19,0.12,401
"estados","Tocantins","9a","Masculino","Rural",-0.11,-0.07,-0.05,382
"estados","Tocantins","9a","Masculino","Urbana",-0.06,0.03,0.03,1199
"raca","Amarela","0 - 5m","Feminino","Rural",-0.42,-0.06,0.26,67
"raca","Amarela","0 - 5m","Feminino","Urbana",-0.67,-0.17,0.29,182
"raca","Branca","0 - 5m","Feminino","Rural",-0.65,-0.28,0.11,8540
"raca","Branca","0 - 5m","Feminino","Urbana",-0.72,-0.37,0.03,36567
"raca","Indígena","0 - 5m","Feminino","Rural",-0.77,0.09,0.75,137
"raca","Indígena","0 - 5m","Feminino","Urbana",-0.67,-0.03,0.48,144
"raca","Parda","0 - 5m","Feminino","Rural",-0.42,-0.02,0.32,14988
"raca","Parda","0 - 5m","Feminino","Urbana",-0.49,-0.13,0.21,41068
"raca","Preta","0 - 5m","Feminino","Rural",-0.57,-0.17,0.22,1055
"raca","Preta","0 - 5m","Feminino","Urbana",-0.75,-0.32,0.15,4266
"raca","Amarela","0 - 5m","Masculino","Rural",-0.71,-0.31,0.15,55
"raca","Amarela","0 - 5m","Masculino","Urbana",-0.62,-0.27,0.11,177
"raca","Branca","0 - 5m","Masculino","Rural",-0.75,-0.34,0.11,8568
"raca","Branca","0 - 5m","Masculino","Urbana",-0.83,-0.43,0.04,37083
"raca","Indígena","0 - 5m","Masculino","Rural",-0.84,-0.1,0.55,153
"raca","Indígena","0 - 5m","Masculino","Urbana",-0.68,-0.03,0.49,154
"raca","Parda","0 - 5m","Masculino","Rural",-0.64,-0.09,0.38,15652
"raca","Parda","0 - 5m","Masculino","Urbana",-0.67,-0.18,0.27,42310
"raca","Preta","0 - 5m","Masculino","Rural",-0.67,-0.23,0.21,1014
"raca","Preta","0 - 5m","Masculino","Urbana",-0.84,-0.36,0.16,4641
"raca","Amarela","06 - 11m","Feminino","Rural",-0.22,0.28,0.56,243
"raca","Amarela","06 - 11m","Feminino","Urbana",-0.36,0.23,0.61,536
"raca","Branca","06 - 11m","Feminino","Rural",-0.29,0.24,0.56,20936
"raca","Branca","06 - 11m","Feminino","Urbana",-0.27,0.19,0.49,74700
"raca","Indígena","06 - 11m","Feminino","Rural",-0.85,-0.03,0.65,1416
"raca","Indígena","06 - 11m","Feminino","Urbana",-0.71,0.07,0.67,741
"raca","Parda","06 - 11m","Feminino","Rural",-0.37,0.31,0.74,66646
"raca","Parda","06 - 11m","Feminino","Urbana",-0.31,0.29,0.65,140959
"raca","Preta","06 - 11m","Feminino","Rural",-0.36,0.29,0.69,3665
"raca","Preta","06 - 11m","Feminino","Urbana",-0.38,0.18,0.56,12652
"raca","Amarela","06 - 11m","Masculino","Rural",-0.53,0.14,0.61,212
"raca","Amarela","06 - 11m","Masculino","Urbana",-0.48,0.17,0.62,519
"raca","Branca","06 - 11m","Masculino","Rural",-0.43,0.19,0.59,20313
"raca","Branca","06 - 11m","Masculino","Urbana",-0.43,0.14,0.52,72450
"raca","Indígena","06 - 11m","Masculino","Rural",-1.21,-0.18,0.72,1454
"raca","Indígena","06 - 11m","Masculino","Urbana",-0.93,0.01,0.75,769
"raca","Parda","06 - 11m","Masculino","Rural",-0.6,0.22,0.77,66898
"raca","Parda","06 - 11m","Masculino","Urbana",-0.5,0.21,0.68,138511
"raca","Preta","06 - 11m","Masculino","Rural",-0.6,0.13,0.65,3811
"raca","Preta","06 - 11m","Masculino","Urbana",-0.56,0.13,0.61,12621
"raca","Amarela","12 - 17m","Feminino","Rural",-0.45,0.28,0.76,389
"raca","Amarela","12 - 17m","Feminino","Urbana",-0.37,0.35,0.8,910
"raca","Branca","12 - 17m","Feminino","Rural",-0.34,0.34,0.77,32035
"raca","Branca","12 - 17m","Feminino","Urbana",-0.34,0.32,0.73,110718
"raca","Indígena","12 - 17m","Feminino","Rural",-1.25,-0.21,0.76,3045
"raca","Indígena","12 - 17m","Feminino","Urbana",-0.91,0,0.76,1468
"raca","Parda","12 - 17m","Feminino","Rural",-0.51,0.28,0.82,110169
"raca","Parda","12 - 17m","Feminino","Urbana",-0.44,0.3,0.78,230601
"raca","Preta","12 - 17m","Feminino","Rural",-0.5,0.25,0.77,6126
"raca","Preta","12 - 17m","Feminino","Urbana",-0.46,0.26,0.74,19577
"raca","Amarela","12 - 17m","Masculino","Rural",-0.74,0.22,0.91,381
"raca","Amarela","12 - 17m","Masculino","Urbana",-0.64,0.15,0.72,801
"raca","Branca","12 - 17m","Masculino","Rural",-0.5,0.26,0.76,31197
"raca","Branca","12 - 17m","Masculino","Urbana",-0.49,0.25,0.74,105384
"raca","Indígena","12 - 17m","Masculino","Rural",-1.53,-0.44,0.65,3065
"raca","Indígena","12 - 17m","Masculino","Urbana",-1.19,-0.14,0.78,1407
"raca","Parda","12 - 17m","Masculino","Rural",-0.73,0.15,0.81,111014
"raca","Parda","12 - 17m","Masculino","Urbana",-0.64,0.19,0.78,224360
"raca","Preta","12 - 17m","Masculino","Rural",-0.75,0.06,0.7,6069
"raca","Preta","12 - 17m","Masculino","Urbana",-0.68,0.15,0.76,19788
"raca","Amarela","18 - 23m","Feminino","Rural",-0.56,0.09,0.61,514
"raca","Amarela","18 - 23m","Feminino","Urbana",-0.31,0.24,0.62,1165
"raca","Branca","18 - 23m","Feminino","Rural",-0.32,0.31,0.71,41652
"raca","Branca","18 - 23m","Feminino","Urbana",-0.33,0.32,0.73,141141
"raca","Indígena","18 - 23m","Feminino","Rural",-1.39,-0.32,0.76,4548
"raca","Indígena","18 - 23m","Feminino","Urbana",-1.09,-0.17,0.7,2023
"raca","Parda","18 - 23m","Feminino","Rural",-0.52,0.17,0.69,146191
"raca","Parda","18 - 23m","Feminino","Urbana",-0.44,0.23,0.71,303777
"raca","Preta","18 - 23m","Feminino","Rural",-0.48,0.14,0.61,7871
"raca","Preta","18 - 23m","Feminino","Urbana",-0.42,0.24,0.7,24973
"raca","Amarela","18 - 23m","Masculino","Rural",-0.48,0.06,0.51,546
"raca","Amarela","18 - 23m","Masculino","Urbana",-0.52,0.12,0.62,1124
"raca","Branca","18 - 23m","Masculino","Rural",-0.45,0.23,0.72,39874
"raca","Branca","18 - 23m","Masculino","Urbana",-0.44,0.25,0.74,133583
"raca","Indígena","18 - 23m","Masculino","Rural",-1.62,-0.49,0.74,4650
"raca","Indígena","18 - 23m","Masculino","Urbana",-1.3,-0.31,0.71,1864
"raca","Parda","18 - 23m","Masculino","Rural",-0.69,0.06,0.68,146962
"raca","Parda","18 - 23m","Masculino","Urbana",-0.61,0.13,0.71,296325
"raca","Preta","18 - 23m","Masculino","Rural",-0.71,0,0.61,7819
"raca","Preta","18 - 23m","Masculino","Urbana",-0.62,0.12,0.71,25281
"raca","Amarela","2a","Feminino","Rural",-0.26,0,0.21,990
"raca","Amarela","2a","Feminino","Urbana",-0.22,0.15,0.39,2192
"raca","Branca","2a","Feminino","Rural",-0.14,0.2,0.4,78596
"raca","Branca","2a","Feminino","Urbana",-0.15,0.25,0.49,268281
"raca","Indígena","2a","Feminino","Rural",-1.28,-0.42,0.56,9495
"raca","Indígena","2a","Feminino","Urbana",-0.96,-0.27,0.47,3840
"raca","Parda","2a","Feminino","Rural",-0.35,0,0.31,275177
"raca","Parda","2a","Feminino","Urbana",-0.27,0.1,0.38,582965
"raca","Preta","2a","Feminino","Rural",-0.31,-0.01,0.25,14003
"raca","Preta","2a","Feminino","Urbana",-0.24,0.15,0.41,45904
"raca","Amarela","2a","Masculino","Rural",-0.39,-0.03,0.29,996
"raca","Amarela","2a","Masculino","Urbana",-0.31,0.1,0.42,2181
"raca","Branca","2a","Masculino","Rural",-0.21,0.18,0.44,76626
"raca","Branca","2a","Masculino","Urbana",-0.22,0.23,0.51,254246
"raca","Indígena","2a","Masculino","Rural",-1.41,-0.49,0.59,9678
"raca","Indígena","2a","Masculino","Urbana",-1.04,-0.31,0.51,3542
"raca","Parda","2a","Masculino","Rural",-0.46,-0.04,0.35,277287
"raca","Parda","2a","Masculino","Urbana",-0.38,0.06,0.42,572247
"raca","Preta","2a","Masculino","Rural",-0.44,-0.08,0.27,14292
"raca","Preta","2a","Masculino","Urbana",-0.35,0.1,0.44,46818
"raca","Amarela","3a","Feminino","Rural",-0.26,-0.06,0.16,1183
"raca","Amarela","3a","Feminino","Urbana",-0.14,0.07,0.24,2491
"raca","Branca","3a","Feminino","Rural",-0.13,0.11,0.28,95732
"raca","Branca","3a","Feminino","Urbana",-0.12,0.19,0.39,309022
"raca","Indígena","3a","Feminino","Rural",-1.25,-0.5,0.45,10924
"raca","Indígena","3a","Feminino","Urbana",-0.96,-0.38,0.34,4271
"raca","Parda","3a","Feminino","Rural",-0.33,-0.12,0.12,314896
"raca","Parda","3a","Feminino","Urbana",-0.24,0,0.22,655249
"raca","Preta","3a","Feminino","Rural",-0.24,-0.1,0.07,15373
"raca","Preta","3a","Feminino","Urbana",-0.13,0.1,0.27,49088
"raca","Amarela","3a","Masculino","Rural",-0.27,-0.01,0.24,1188
"raca","Amarela","3a","Masculino","Urbana",-0.19,0.08,0.3,2524
"raca","Branca","3a","Masculino","Rural",-0.12,0.19,0.39,92901
"raca","Branca","3a","Masculino","Urbana",-0.1,0.26,0.48,292689
"raca","Indígena","3a","Masculino","Rural",-1.3,-0.46,0.59,11192
"raca","Indígena","3a","Masculino","Urbana",-0.93,-0.3,0.47,3956
"raca","Parda","3a","Masculino","Rural",-0.35,-0.06,0.24,317617
"raca","Parda","3a","Masculino","Urbana",-0.24,0.06,0.33,645406
"raca","Preta","3a","Masculino","Rural",-0.29,-0.06,0.19,15563
"raca","Preta","3a","Masculino","Urbana",-0.18,0.14,0.37,50191
"raca","Amarela","4a","Feminino","Rural",-0.38,-0.2,0.05,1330
"raca","Amarela","4a","Feminino","Urbana",-0.2,-0.06,0.1,2461
"raca","Branca","4a","Feminino","Rural",-0.13,0.04,0.18,105649
"raca","Branca","4a","Feminino","Urbana",-0.09,0.15,0.31,332475
"raca","Indígena","4a","Feminino","Rural",-1.18,-0.55,0.29,10668
"raca","Indígena","4a","Feminino","Urbana",-0.9,-0.43,0.2,4347
"raca","Parda","4a","Feminino","Rural",-0.31,-0.21,-0.03,316120
"raca","Parda","4a","Feminino","Urbana",-0.21,-0.06,0.11,654778
"raca","Preta","4a","Feminino","Rural",-0.22,-0.17,-0.05,14162
"raca","Preta","4a","Feminino","Urbana",-0.06,0.06,0.17,43456
"raca","Amarela","4a","Masculino","Rural",-0.24,-0.05,0.17,1350
"raca","Amarela","4a","Masculino","Urbana",-0.09,0.08,0.22,2557
"raca","Branca","4a","Masculino","Rural",-0.08,0.17,0.35,102102
"raca","Branca","4a","Masculino","Urbana",-0.03,0.27,0.45,311038
"raca","Indígena","4a","Masculino","Rural",-1.18,-0.45,0.5,10659
"raca","Indígena","4a","Masculino","Urbana",-0.81,-0.3,0.36,3751
"raca","Parda","4a","Masculino","Rural",-0.29,-0.09,0.15,314204
"raca","Parda","4a","Masculino","Urbana",-0.17,0.06,0.27,633186
"raca","Preta","4a","Masculino","Rural",-0.22,-0.07,0.12,14370
