"tabela","categoria","idade_cat","sexo","region_cadunico","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"estados","Pernambuco","2a","Feminino","Rural",16.48,0.22,5.84,0.14
"estados","Pernambuco","2a","Feminino","Urbana",16.94,0.17,6.29,0.11
"estados","Piaui","2a","Feminino","Rural",11.75,0.24,3.76,0.14
"estados","Piaui","2a","Feminino","Urbana",11.57,0.21,3.68,0.13
"estados","Rio Grande do Norte","2a","Feminino","Rural",16.06,0.36,5.37,0.22
"estados","Rio Grande do Norte","2a","Feminino","Urbana",16.39,0.26,5.59,0.16
"estados","Rio Grande do Sul","2a","Feminino","Rural",15.9,0.39,4.78,0.23
"estados","Rio Grande do Sul","2a","Feminino","Urbana",16.33,0.19,5.05,0.11
"estados","Rio de Janeiro","2a","Feminino","Rural",13.62,0.47,4.03,0.27
"estados","Rio de Janeiro","2a","Feminino","Urbana",15.15,0.16,5.19,0.1
"estados","Rondonia","2a","Feminino","Rural",10.7,0.52,3.16,0.3
"estados","Rondonia","2a","Feminino","Urbana",10.53,0.41,3.54,0.25
"estados","Roraima","2a","Feminino","Rural",10.62,0.84,2.97,0.46
"estados","Roraima","2a","Feminino","Urbana",11,0.51,3.46,0.3
"estados","Santa Catarina","2a","Feminino","Rural",13.27,0.51,3.92,0.29
"estados","Santa Catarina","2a","Feminino","Urbana",12.78,0.28,4.19,0.17
"estados","Sao Paulo","2a","Feminino","Rural",12.13,0.32,3.83,0.19
"estados","Sao Paulo","2a","Feminino","Urbana",13.31,0.1,3.99,0.06
"estados","Sergipe","2a","Feminino","Rural",16.08,0.37,5.59,0.23
"estados","Sergipe","2a","Feminino","Urbana",15.99,0.3,5.81,0.19
"estados","Tocantins","2a","Feminino","Rural",11.28,0.51,3.76,0.31
"estados","Tocantins","2a","Feminino","Urbana",11.02,0.28,3.64,0.17
"estados","Acre","2a","Masculino","Rural",15.25,0.57,5.22,0.36
"estados","Acre","2a","Masculino","Urbana",14.74,0.5,4.86,0.3
"estados","Alagoas","2a","Masculino","Rural",17.58,0.32,6.43,0.21
"estados","Alagoas","2a","Masculino","Urbana",17.41,0.26,6.6,0.17
"estados","Amapa","2a","Masculino","Rural",11.33,1.02,4.33,0.65
"estados","Amapa","2a","Masculino","Urbana",11.68,0.55,3.7,0.32
"estados","Amazonas","2a","Masculino","Rural",13.15,0.31,4.66,0.19
"estados","Amazonas","2a","Masculino","Urbana",12.55,0.19,4.18,0.11
"estados","Bahia","2a","Masculino","Rural",11.8,0.13,4.05,0.08
"estados","Bahia","2a","Masculino","Urbana",13.16,0.11,4.62,0.07
"estados","Ceara","2a","Masculino","Rural",18.63,0.18,6.86,0.12
"estados","Ceara","2a","Masculino","Urbana",19.79,0.17,7.38,0.11
"estados","Distrito Federal","2a","Masculino","Rural",11.18,1.1,3.44,0.64
"estados","Distrito Federal","2a","Masculino","Urbana",11.5,0.47,3.61,0.27
"estados","Espirito Santo","2a","Masculino","Rural",11.07,0.4,3.28,0.23
"estados","Espirito Santo","2a","Masculino","Urbana",12.54,0.26,3.91,0.15
"estados","Goias","2a","Masculino","Rural",13.54,0.61,4.8,0.38
"estados","Goias","2a","Masculino","Urbana",12.79,0.2,4.52,0.12
"estados","Maranhao","2a","Masculino","Rural",14.09,0.18,5.17,0.12
"estados","Maranhao","2a","Masculino","Urbana",13.4,0.15,4.79,0.1
"estados","Mato Grosso","2a","Masculino","Rural",14.2,0.61,5.14,0.38
"estados","Mato Grosso","2a","Masculino","Urbana",12.88,0.27,4.37,0.17
"estados","Mato Grosso do Sul","2a","Masculino","Rural",14.65,0.66,4.48,0.39
"estados","Mato Grosso do Sul","2a","Masculino","Urbana",13.14,0.28,4,0.16
"estados","Minas Gerais","2a","Masculino","Rural",12.04,0.18,4,0.11
"estados","Minas Gerais","2a","Masculino","Urbana",13.02,0.1,4.42,0.06
"estados","Para","2a","Masculino","Rural",13.47,0.18,4.5,0.11
"estados","Para","2a","Masculino","Urbana",12.82,0.15,4.43,0.09
"estados","Paraiba","2a","Masculino","Rural",15.6,0.27,5.16,0.16
"estados","Paraiba","2a","Masculino","Urbana",15.72,0.2,5.48,0.12
"estados","Parana","2a","Masculino","Rural",13.23,0.29,3.88,0.16
"estados","Parana","2a","Masculino","Urbana",12.92,0.13,3.79,0.08
"estados","Pernambuco","2a","Masculino","Rural",17.71,0.23,6.53,0.15
"estados","Pernambuco","2a","Masculino","Urbana",17.92,0.17,6.89,0.12
"estados","Piaui","2a","Masculino","Rural",12.93,0.25,4.45,0.16
"estados","Piaui","2a","Masculino","Urbana",12.7,0.23,4.34,0.14
"estados","Rio Grande do Norte","2a","Masculino","Rural",18.32,0.38,6.65,0.25
"estados","Rio Grande do Norte","2a","Masculino","Urbana",17.7,0.28,6.57,0.18
"estados","Rio Grande do Sul","2a","Masculino","Rural",16.87,0.41,5.59,0.25
"estados","Rio Grande do Sul","2a","Masculino","Urbana",17.35,0.2,5.51,0.12
"estados","Rio de Janeiro","2a","Masculino","Rural",15.35,0.5,5.26,0.31
"estados","Rio de Janeiro","2a","Masculino","Urbana",16.4,0.17,5.87,0.11
"estados","Rondonia","2a","Masculino","Rural",12.15,0.57,3.8,0.33
"estados","Rondonia","2a","Masculino","Urbana",12.45,0.45,4.18,0.27
"estados","Roraima","2a","Masculino","Rural",12.11,0.88,4.08,0.53
"estados","Roraima","2a","Masculino","Urbana",12.93,0.56,4.26,0.34
"estados","Santa Catarina","2a","Masculino","Rural",14.59,0.53,4.35,0.31
"estados","Santa Catarina","2a","Masculino","Urbana",13.53,0.29,4.35,0.17
"estados","Sao Paulo","2a","Masculino","Rural",13.16,0.33,4.03,0.19
"estados","Sao Paulo","2a","Masculino","Urbana",13.97,0.1,4.41,0.06
"estados","Sergipe","2a","Masculino","Rural",16.79,0.37,5.98,0.24
"estados","Sergipe","2a","Masculino","Urbana",17.64,0.32,7,0.22
"estados","Tocantins","2a","Masculino","Rural",13.35,0.55,4.32,0.33
"estados","Tocantins","2a","Masculino","Urbana",12.64,0.3,4.15,0.18
"estados","Acre","3a","Feminino","Rural",9.44,0.44,3.07,0.26
"estados","Acre","3a","Feminino","Urbana",8.52,0.37,2.17,0.19
"estados","Alagoas","3a","Feminino","Rural",12.24,0.26,4.24,0.16
"estados","Alagoas","3a","Feminino","Urbana",13.38,0.22,4.6,0.13
"estados","Amapa","3a","Feminino","Rural",8.22,0.78,2.26,0.42
"estados","Amapa","3a","Feminino","Urbana",7.82,0.4,2.26,0.22
"estados","Amazonas","3a","Feminino","Rural",8.17,0.23,2.54,0.13
"estados","Amazonas","3a","Feminino","Urbana",8.03,0.14,2.4,0.08
"estados","Bahia","3a","Feminino","Rural",8.27,0.1,2.6,0.06
"estados","Bahia","3a","Feminino","Urbana",9.56,0.09,3.07,0.05
"estados","Ceara","3a","Feminino","Rural",14.23,0.15,4.61,0.09
"estados","Ceara","3a","Feminino","Urbana",15.56,0.14,5.31,0.09
"estados","Distrito Federal","3a","Feminino","Rural",8.72,0.93,3.23,0.58
"estados","Distrito Federal","3a","Feminino","Urbana",8.72,0.38,2.53,0.21
"estados","Espirito Santo","3a","Feminino","Rural",8.74,0.34,2.48,0.19
"estados","Espirito Santo","3a","Feminino","Urbana",9.48,0.22,2.78,0.12
"estados","Goias","3a","Feminino","Rural",9.75,0.48,3.4,0.29
"estados","Goias","3a","Feminino","Urbana",9.81,0.16,3.38,0.1
"estados","Maranhao","3a","Feminino","Rural",9.3,0.14,2.88,0.08
"estados","Maranhao","3a","Feminino","Urbana",8.88,0.12,2.84,0.07
"estados","Mato Grosso","3a","Feminino","Rural",10.84,0.49,3.28,0.28
"estados","Mato Grosso","3a","Feminino","Urbana",9.65,0.22,2.92,0.13
"estados","Mato Grosso do Sul","3a","Feminino","Rural",9.62,0.5,2.79,0.28
"estados","Mato Grosso do Sul","3a","Feminino","Urbana",9.64,0.23,2.9,0.13
"estados","Minas Gerais","3a","Feminino","Rural",9.05,0.15,2.75,0.08
"estados","Minas Gerais","3a","Feminino","Urbana",10.39,0.09,3.38,0.05
"estados","Para","3a","Feminino","Rural",7.75,0.13,2.29,0.07
"estados","Para","3a","Feminino","Urbana",8.12,0.11,2.5,0.06
"estados","Paraiba","3a","Feminino","Rural",12.22,0.23,4.07,0.14
"estados","Paraiba","3a","Feminino","Urbana",12.52,0.17,4.39,0.1
"estados","Parana","3a","Feminino","Rural",11.06,0.27,3.57,0.16
"estados","Parana","3a","Feminino","Urbana",11.3,0.14,3.54,0.08
"estados","Pernambuco","3a","Feminino","Rural",13.54,0.19,4.58,0.12
"estados","Pernambuco","3a","Feminino","Urbana",14.98,0.15,5.6,0.1
"estados","Piaui","3a","Feminino","Rural",8.93,0.2,2.89,0.12
"estados","Piaui","3a","Feminino","Urbana",9.21,0.18,2.91,0.11
"estados","Rio Grande do Norte","3a","Feminino","Rural",13.82,0.32,4.97,0.2
"estados","Rio Grande do Norte","3a","Feminino","Urbana",14.4,0.23,5.02,0.14
"estados","Rio Grande do Sul","3a","Feminino","Rural",13.81,0.34,4.29,0.2
"estados","Rio Grande do Sul","3a","Feminino","Urbana",14.54,0.17,4.45,0.1
"estados","Rio de Janeiro","3a","Feminino","Rural",11.64,0.39,3.65,0.23
"estados","Rio de Janeiro","3a","Feminino","Urbana",12.52,0.13,4.21,0.08
"estados","Rondonia","3a","Feminino","Rural",9.17,0.44,2.63,0.25
"estados","Rondonia","3a","Feminino","Urbana",8.32,0.34,2.63,0.2
"estados","Roraima","3a","Feminino","Rural",7.77,0.65,1.78,0.32
"estados","Roraima","3a","Feminino","Urbana",8.25,0.4,2.65,0.24
"estados","Santa Catarina","3a","Feminino","Rural",12.04,0.46,3.81,0.27
"estados","Santa Catarina","3a","Feminino","Urbana",11.41,0.25,3.65,0.15
"estados","Sao Paulo","3a","Feminino","Rural",11.16,0.28,3.64,0.17
"estados","Sao Paulo","3a","Feminino","Urbana",12.08,0.09,3.82,0.05
"estados","Sergipe","3a","Feminino","Rural",11.75,0.3,3.66,0.17
"estados","Sergipe","3a","Feminino","Urbana",12.76,0.25,4.43,0.16
"estados","Tocantins","3a","Feminino","Rural",8.63,0.42,2.49,0.23
"estados","Tocantins","3a","Feminino","Urbana",7.83,0.22,2.52,0.13
"estados","Acre","3a","Masculino","Rural",11.7,0.48,3.56,0.28
"estados","Acre","3a","Masculino","Urbana",10.78,0.41,3.93,0.25
"estados","Alagoas","3a","Masculino","Rural",14.64,0.28,5.46,0.18
"estados","Alagoas","3a","Masculino","Urbana",15.01,0.23,6.03,0.15
"estados","Amapa","3a","Masculino","Rural",9.38,0.8,3.57,0.51
"estados","Amapa","3a","Masculino","Urbana",10.02,0.45,3.25,0.26
"estados","Amazonas","3a","Masculino","Rural",10.82,0.26,3.55,0.15
"estados","Amazonas","3a","Masculino","Urbana",10.34,0.16,3.57,0.1
"estados","Bahia","3a","Masculino","Rural",9.35,0.11,3.2,0.07
"estados","Bahia","3a","Masculino","Urbana",10.78,0.1,3.95,0.06
"estados","Ceara","3a","Masculino","Rural",16.3,0.16,6.38,0.11
"estados","Ceara","3a","Masculino","Urbana",17.66,0.15,7.13,0.1
"estados","Distrito Federal","3a","Masculino","Rural",8.41,0.88,3.6,0.59
"estados","Distrito Federal","3a","Masculino","Urbana",9.99,0.4,3.75,0.26
"estados","Espirito Santo","3a","Masculino","Rural",9.89,0.36,3.11,0.21
"estados","Espirito Santo","3a","Masculino","Urbana",10.92,0.23,3.82,0.14
"estados","Goias","3a","Masculino","Rural",11.77,0.53,4.6,0.34
"estados","Goias","3a","Masculino","Urbana",11.31,0.17,4.1,0.11
"estados","Maranhao","3a","Masculino","Rural",10.92,0.15,3.95,0.09
"estados","Maranhao","3a","Masculino","Urbana",10.44,0.13,3.82,0.08
"estados","Mato Grosso","3a","Masculino","Rural",12.23,0.51,4.03,0.31
"estados","Mato Grosso","3a","Masculino","Urbana",11.22,0.24,4,0.15
"estados","Mato Grosso do Sul","3a","Masculino","Rural",14.49,0.6,4.43,0.35
"estados","Mato Grosso do Sul","3a","Masculino","Urbana",11.24,0.25,3.73,0.15
"estados","Minas Gerais","3a","Masculino","Rural",10.44,0.16,3.59,0.1
"estados","Minas Gerais","3a","Masculino","Urbana",11.62,0.09,4.2,0.06
"estados","Para","3a","Masculino","Rural",10.54,0.15,3.51,0.09
"estados","Para","3a","Masculino","Urbana",9.82,0.12,3.35,0.07
"estados","Paraiba","3a","Masculino","Rural",13.49,0.24,5.17,0.15
"estados","Paraiba","3a","Masculino","Urbana",14.24,0.18,5.5,0.12
"estados","Parana","3a","Masculino","Rural",12.82,0.28,4.25,0.17
"estados","Parana","3a","Masculino","Urbana",12.28,0.14,4.23,0.09
"estados","Pernambuco","3a","Masculino","Rural",15.14,0.2,5.94,0.13
"estados","Pernambuco","3a","Masculino","Urbana",16.14,0.16,6.7,0.11
"estados","Piaui","3a","Masculino","Rural",10.36,0.21,3.68,0.13
"estados","Piaui","3a","Masculino","Urbana",10.43,0.19,3.73,0.12
"estados","Rio Grande do Norte","3a","Masculino","Rural",16.41,0.34,6.6,0.23
"estados","Rio Grande do Norte","3a","Masculino","Urbana",16.35,0.25,6.26,0.16
"estados","Rio Grande do Sul","3a","Masculino","Rural",15.87,0.37,5.48,0.23
"estados","Rio Grande do Sul","3a","Masculino","Urbana",16.04,0.18,5.4,0.11
"estados","Rio de Janeiro","3a","Masculino","Rural",13.31,0.42,4.75,0.26
"estados","Rio de Janeiro","3a","Masculino","Urbana",14.29,0.15,5.21,0.09
"estados","Rondonia","3a","Masculino","Rural",10.38,0.49,3.67,0.3
"estados","Rondonia","3a","Masculino","Urbana",10.39,0.38,4.02,0.24
"estados","Roraima","3a","Masculino","Rural",10.95,0.75,3.02,0.41
"estados","Roraima","3a","Masculino","Urbana",10.44,0.46,3.41,0.27
"estados","Santa Catarina","3a","Masculino","Rural",13.15,0.48,4.39,0.29
"estados","Santa Catarina","3a","Masculino","Urbana",12.62,0.27,4.48,0.17
"estados","Sao Paulo","3a","Masculino","Rural",12.14,0.3,4.24,0.18
"estados","Sao Paulo","3a","Masculino","Urbana",12.95,0.09,4.5,0.06
"estados","Sergipe","3a","Masculino","Rural",12.83,0.31,4.99,0.2
"estados","Sergipe","3a","Masculino","Urbana",14.6,0.28,5.55,0.18
"estados","Tocantins","3a","Masculino","Rural",9.57,0.45,3.12,0.26
"estados","Tocantins","3a","Masculino","Urbana",9.74,0.25,3.26,0.15
"estados","Acre","4a","Feminino","Rural",6.06,0.36,1.83,0.2
"estados","Acre","4a","Feminino","Urbana",6.22,0.31,2.08,0.19
"estados","Alagoas","4a","Feminino","Rural",9.02,0.22,3.04,0.13
"estados","Alagoas","4a","Feminino","Urbana",10.22,0.19,3.66,0.12
"estados","Amapa","4a","Feminino","Rural",3.41,0.5,1.16,0.3
"estados","Amapa","4a","Feminino","Urbana",4.9,0.31,1.54,0.18
"estados","Amazonas","4a","Feminino","Rural",5.1,0.18,1.53,0.1
"estados","Amazonas","4a","Feminino","Urbana",5.94,0.12,1.96,0.07
"estados","Bahia","4a","Feminino","Rural",6.3,0.09,1.96,0.05
"estados","Bahia","4a","Feminino","Urbana",7.74,0.08,2.61,0.05
"estados","Ceara","4a","Feminino","Rural",11.26,0.14,3.8,0.08
"estados","Ceara","4a","Feminino","Urbana",13.1,0.13,4.59,0.08
"estados","Distrito Federal","4a","Feminino","Rural",5.67,0.78,1.59,0.42
"estados","Distrito Federal","4a","Feminino","Urbana",6.84,0.34,2.18,0.2
"estados","Espirito Santo","4a","Feminino","Rural",7.01,0.3,2.24,0.18
"estados","Espirito Santo","4a","Feminino","Urbana",8.08,0.2,2.65,0.12
"estados","Goias","4a","Feminino","Rural",7.43,0.42,2.48,0.25
"estados","Goias","4a","Feminino","Urbana",8.47,0.15,2.96,0.09
"estados","Maranhao","4a","Feminino","Rural",5.99,0.11,1.97,0.07
"estados","Maranhao","4a","Feminino","Urbana",6.33,0.1,2.12,0.06
"estados","Mato Grosso","4a","Feminino","Rural",7.94,0.42,2.66,0.25
"estados","Mato Grosso","4a","Feminino","Urbana",7.86,0.2,2.61,0.12
"estados","Mato Grosso do Sul","4a","Feminino","Rural",8.26,0.46,2.36,0.25
"estados","Mato Grosso do Sul","4a","Feminino","Urbana",7.92,0.21,2.65,0.13
"estados","Minas Gerais","4a","Feminino","Rural",7.18,0.13,2.32,0.08
"estados","Minas Gerais","4a","Feminino","Urbana",8.86,0.08,3.09,0.05
"estados","Para","4a","Feminino","Rural",5.13,0.11,1.45,0.06
"estados","Para","4a","Feminino","Urbana",5.57,0.09,1.8,0.05
"estados","Paraiba","4a","Feminino","Rural",9.58,0.21,3.26,0.12
"estados","Paraiba","4a","Feminino","Urbana",10.66,0.15,3.78,0.1
"estados","Parana","4a","Feminino","Rural",9.53,0.25,3.1,0.15
"estados","Parana","4a","Feminino","Urbana",10.18,0.13,3.58,0.08
"estados","Pernambuco","4a","Feminino","Rural",10.6,0.17,3.67,0.1
"estados","Pernambuco","4a","Feminino","Urbana",12.57,0.14,4.91,0.09
"estados","Piaui","4a","Feminino","Rural",6.36,0.17,1.9,0.1
"estados","Piaui","4a","Feminino","Urbana",7.04,0.16,2.2,0.09
"estados","Rio Grande do Norte","4a","Feminino","Rural",12.31,0.3,4.17,0.18
"estados","Rio Grande do Norte","4a","Feminino","Urbana",12.75,0.21,4.79,0.14
"estados","Rio Grande do Sul","4a","Feminino","Rural",12.09,0.31,4.3,0.2
"estados","Rio Grande do Sul","4a","Feminino","Urbana",12.64,0.16,4.4,0.1
"estados","Rio de Janeiro","4a","Feminino","Rural",9.59,0.35,3.21,0.21
"estados","Rio de Janeiro","4a","Feminino","Urbana",10.66,0.12,3.79,0.08
"estados","Rondonia","4a","Feminino","Rural",7.17,0.39,2.41,0.23
"estados","Rondonia","4a","Feminino","Urbana",6.31,0.29,2.05,0.17
"estados","Roraima","4a","Feminino","Rural",4.52,0.51,0.89,0.23
"estados","Roraima","4a","Feminino","Urbana",6.23,0.34,2.04,0.2
"estados","Santa Catarina","4a","Feminino","Rural",10.63,0.42,3.64,0.26
"estados","Santa Catarina","4a","Feminino","Urbana",9.91,0.24,3.48,0.15
"estados","Sao Paulo","4a","Feminino","Rural",9.56,0.26,3.45,0.16
"estados","Sao Paulo","4a","Feminino","Urbana",10.67,0.08,3.77,0.05
"estados","Sergipe","4a","Feminino","Rural",8.08,0.25,2.62,0.15
"estados","Sergipe","4a","Feminino","Urbana",9.62,0.22,3.56,0.14
"estados","Tocantins","4a","Feminino","Rural",5.41,0.34,1.79,0.2
"estados","Tocantins","4a","Feminino","Urbana",5.86,0.19,1.9,0.11
"estados","Acre","4a","Masculino","Rural",8.04,0.41,2.52,0.24
"estados","Acre","4a","Masculino","Urbana",8.22,0.36,2.99,0.22
"estados","Alagoas","4a","Masculino","Rural",11.16,0.25,4.15,0.16
"estados","Alagoas","4a","Masculino","Urbana",12.53,0.21,4.98,0.14
"estados","Amapa","4a","Masculino","Rural",7.25,0.71,1.81,0.37
"estados","Amapa","4a","Masculino","Urbana",7.39,0.38,2.57,0.23
"estados","Amazonas","4a","Masculino","Rural",7.67,0.22,2.49,0.13
"estados","Amazonas","4a","Masculino","Urbana",8.08,0.14,2.92,0.09
"estados","Bahia","4a","Masculino","Rural",7.46,0.1,2.57,0.06
"estados","Bahia","4a","Masculino","Urbana",9.1,0.09,3.37,0.06
"estados","Ceara","4a","Masculino","Rural",13.65,0.15,5.42,0.1
"estados","Ceara","4a","Masculino","Urbana",15.54,0.14,6.35,0.09
"estados","Distrito Federal","4a","Masculino","Rural",7.87,0.9,2.66,0.54
"estados","Distrito Federal","4a","Masculino","Urbana",8.57,0.38,3.07,0.23
"estados","Espirito Santo","4a","Masculino","Rural",8.74,0.33,2.71,0.19
"estados","Espirito Santo","4a","Masculino","Urbana",9.01,0.21,3.22,0.13
"estados","Goias","4a","Masculino","Rural",9.99,0.49,3.69,0.31
"estados","Goias","4a","Masculino","Urbana",9.71,0.16,3.77,0.1
"estados","Maranhao","4a","Masculino","Rural",7.94,0.13,2.79,0.08
"estados","Maranhao","4a","Masculino","Urbana",7.93,0.11,2.8,0.07
"estados","Mato Grosso","4a","Masculino","Rural",9.16,0.45,2.89,0.26
"estados","Mato Grosso","4a","Masculino","Urbana",9.15,0.22,3.29,0.13
"estados","Mato Grosso do Sul","4a","Masculino","Rural",10.45,0.52,2.83,0.28
"estados","Mato Grosso do Sul","4a","Masculino","Urbana",9.95,0.24,3.62,0.15
"estados","Minas Gerais","4a","Masculino","Rural",9.01,0.15,3.2,0.09
"estados","Minas Gerais","4a","Masculino","Urbana",10.3,0.09,3.78,0.06
"estados","Para","4a","Masculino","Rural",7.59,0.13,2.24,0.07
"estados","Para","4a","Masculino","Urbana",7.65,0.11,2.54,0.06
"estados","Paraiba","4a","Masculino","Rural",11.48,0.22,4.25,0.14
"estados","Paraiba","4a","Masculino","Urbana",12.73,0.17,5.14,0.11
"estados","Parana","4a","Masculino","Rural",11.37,0.27,4.03,0.17
"estados","Parana","4a","Masculino","Urbana",11.66,0.14,4.38,0.09
"estados","Pernambuco","4a","Masculino","Rural",12.99,0.19,5.11,0.12
"estados","Pernambuco","4a","Masculino","Urbana",14.71,0.15,6.25,0.1
"estados","Piaui","4a","Masculino","Rural",7.81,0.19,2.65,0.11
"estados","Piaui","4a","Masculino","Urbana",8.79,0.18,3.23,0.11
"estados","Rio Grande do Norte","4a","Masculino","Rural",14.37,0.32,5.43,0.21
"estados","Rio Grande do Norte","4a","Masculino","Urbana",15.03,0.24,6.14,0.16
"estados","Rio Grande do Sul","4a","Masculino","Rural",14.26,0.34,5.07,0.22
"estados","Rio Grande do Sul","4a","Masculino","Urbana",14.38,0.17,5.35,0.11
"estados","Rio de Janeiro","4a","Masculino","Rural",11.85,0.39,4.26,0.25
"estados","Rio de Janeiro","4a","Masculino","Urbana",12.52,0.14,4.78,0.09
"estados","Rondonia","4a","Masculino","Rural",8.64,0.44,2.99,0.27
"estados","Rondonia","4a","Masculino","Urbana",8.07,0.33,2.82,0.2
"estados","Roraima","4a","Masculino","Rural",7.84,0.65,2.46,0.37
"estados","Roraima","4a","Masculino","Urbana",8.21,0.41,2.85,0.25
"estados","Santa Catarina","4a","Masculino","Rural",11.84,0.44,4.09,0.27
"estados","Santa Catarina","4a","Masculino","Urbana",11.41,0.26,4.07,0.16
"estados","Sao Paulo","4a","Masculino","Rural",10.08,0.27,3.74,0.17
"estados","Sao Paulo","4a","Masculino","Urbana",11.89,0.09,4.38,0.06
"estados","Sergipe","4a","Masculino","Rural",10.2,0.28,3.66,0.18
"estados","Sergipe","4a","Masculino","Urbana",11.39,0.25,4.66,0.16
"estados","Tocantins","4a","Masculino","Rural",7.19,0.39,2.14,0.22
"estados","Tocantins","4a","Masculino","Urbana",7.8,0.23,2.7,0.14
"estados","Acre","5a","Feminino","Rural",17.26,0.6,5.34,0.36
"estados","Acre","5a","Feminino","Urbana",18.07,0.52,6.19,0.32
"estados","Alagoas","5a","Feminino","Rural",22.05,0.34,8.08,0.22
"estados","Alagoas","5a","Feminino","Urbana",23.61,0.27,9.64,0.19
"estados","Amapa","5a","Feminino","Rural",14.37,1.02,4.08,0.58
"estados","Amapa","5a","Feminino","Urbana",15.92,0.54,4.52,0.31
"estados","Amazonas","5a","Feminino","Rural",14.64,0.31,4.5,0.18
"estados","Amazonas","5a","Feminino","Urbana",17.11,0.2,5.92,0.12
"estados","Bahia","5a","Feminino","Rural",16.44,0.14,5.53,0.09
"estados","Bahia","5a","Feminino","Urbana",20.05,0.13,7.53,0.08
"estados","Ceara","5a","Feminino","Rural",26.19,0.2,10.12,0.14
"estados","Ceara","5a","Feminino","Urbana",29.99,0.18,12.69,0.13
"estados","Distrito Federal","5a","Feminino","Rural",18.42,1.37,5.01,0.77
"estados","Distrito Federal","5a","Feminino","Urbana",20.23,0.58,7.19,0.37
"estados","Espirito Santo","5a","Feminino","Rural",19.63,0.48,6.31,0.3
"estados","Espirito Santo","5a","Feminino","Urbana",21.87,0.31,8.24,0.21
"estados","Goias","5a","Feminino","Rural",20.49,0.68,7.63,0.44
"estados","Goias","5a","Feminino","Urbana",21.29,0.23,8.16,0.15
"estados","Maranhao","5a","Feminino","Rural",15.57,0.18,4.97,0.11
"estados","Maranhao","5a","Feminino","Urbana",16.04,0.15,5.63,0.09
"estados","Mato Grosso","5a","Feminino","Rural",20.25,0.65,6.93,0.41
"estados","Mato Grosso","5a","Feminino","Urbana",20.57,0.31,7.69,0.2
"estados","Mato Grosso do Sul","5a","Feminino","Rural",24.34,0.74,6.51,0.43
"estados","Mato Grosso do Sul","5a","Feminino","Urbana",21.74,0.34,7.35,0.22
"estados","Minas Gerais","5a","Feminino","Rural",19.34,0.21,6.88,0.13
"estados","Minas Gerais","5a","Feminino","Urbana",22.88,0.13,8.77,0.09
"estados","Para","5a","Feminino","Rural",14.66,0.18,4.29,0.1
"estados","Para","5a","Feminino","Urbana",15.88,0.15,5.08,0.09
"estados","Paraiba","5a","Feminino","Rural",22.3,0.3,8.21,0.2
"estados","Paraiba","5a","Feminino","Urbana",24.96,0.22,10.28,0.16
"estados","Parana","5a","Feminino","Rural",24.15,0.37,8.24,0.24
"estados","Parana","5a","Feminino","Urbana",25.34,0.2,9.79,0.14
"estados","Pernambuco","5a","Feminino","Rural",24.23,0.24,9.28,0.16
"estados","Pernambuco","5a","Feminino","Urbana",27.8,0.19,12.24,0.14
"estados","Piaui","5a","Feminino","Rural",16.3,0.27,5.33,0.16
"estados","Piaui","5a","Feminino","Urbana",18.71,0.25,6.53,0.16
"estados","Rio Grande do Norte","5a","Feminino","Rural",27.14,0.41,11.1,0.29
"estados","Rio Grande do Norte","5a","Feminino","Urbana",29.38,0.3,12.55,0.22
"estados","Rio Grande do Sul","5a","Feminino","Rural",29.46,0.45,11.41,0.31
"estados","Rio Grande do Sul","5a","Feminino","Urbana",30.99,0.22,12.46,0.16
"estados","Rio de Janeiro","5a","Feminino","Rural",24.71,0.52,9.63,0.36
"estados","Rio de Janeiro","5a","Feminino","Urbana",26.24,0.18,10.73,0.13
"estados","Rondonia","5a","Feminino","Rural",17.84,0.6,6.75,0.39
"estados","Rondonia","5a","Feminino","Urbana",17.76,0.47,6.31,0.3
"estados","Roraima","5a","Feminino","Rural",16.63,0.96,3.91,0.5
"estados","Roraima","5a","Feminino","Urbana",17.39,0.55,5.52,0.33
"estados","Santa Catarina","5a","Feminino","Rural",25.86,0.61,10.34,0.43
"estados","Santa Catarina","5a","Feminino","Urbana",25.53,0.37,9.46,0.25
"estados","Sao Paulo","5a","Feminino","Rural",24.51,0.4,9.17,0.27
"estados","Sao Paulo","5a","Feminino","Urbana",27.02,0.12,10.62,0.09
"estados","Sergipe","5a","Feminino","Rural",21.06,0.39,7.89,0.26
"estados","Sergipe","5a","Feminino","Urbana",23.62,0.33,9.21,0.22
"estados","Tocantins","5a","Feminino","Rural",15.19,0.56,4.65,0.33
"estados","Tocantins","5a","Feminino","Urbana",16.14,0.32,5.5,0.2
"estados","Acre","5a","Masculino","Rural",22.41,0.67,6.87,0.4
"estados","Acre","5a","Masculino","Urbana",22.59,0.57,7.99,0.37
"estados","Alagoas","5a","Masculino","Rural",25.48,0.36,10.11,0.25
"estados","Alagoas","5a","Masculino","Urbana",27.51,0.3,12.18,0.22
"estados","Amapa","5a","Masculino","Rural",19.08,1.12,6.63,0.71
"estados","Amapa","5a","Masculino","Urbana",21.69,0.61,7.06,0.38
"estados","Amazonas","5a","Masculino","Rural",20.41,0.35,6.34,0.21
"estados","Amazonas","5a","Masculino","Urbana",22.06,0.22,7.8,0.15
"estados","Bahia","5a","Masculino","Rural",19.29,0.15,7.01,0.1
