"tabela","categoria","idade_cat","sexo","region_cadunico","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"estados","Rio de Janeiro","8a","Masculino","Rural",28.07,2.1,12.94,1.57
"estados","Rio de Janeiro","8a","Masculino","Urbana",30.95,0.98,14.78,0.75
"estados","Rondonia","8a","Masculino","Rural",22.37,2.76,7.46,1.74
"estados","Rondonia","8a","Masculino","Urbana",26.71,1.88,12.45,1.4
"estados","Roraima","8a","Masculino","Rural",26.32,10.1,15.79,8.37
"estados","Roraima","8a","Masculino","Urbana",28.32,4.24,12.39,3.1
"estados","Santa Catarina","8a","Masculino","Rural",30.44,1.36,12.23,0.96
"estados","Santa Catarina","8a","Masculino","Urbana",32.05,0.91,15.15,0.7
"estados","Sao Paulo","8a","Masculino","Rural",29.87,1.33,14.35,1.02
"estados","Sao Paulo","8a","Masculino","Urbana",34.48,0.49,17.97,0.4
"estados","Sergipe","8a","Masculino","Rural",21.11,1.85,9.02,1.3
"estados","Sergipe","8a","Masculino","Urbana",22.86,2.05,10.71,1.51
"estados","Tocantins","8a","Masculino","Rural",17.03,1.84,5.52,1.12
"estados","Tocantins","8a","Masculino","Urbana",23.22,1.1,9.08,0.75
"estados","Acre","9a","Feminino","Rural",17.98,1.1,4.84,0.62
"estados","Acre","9a","Feminino","Urbana",25.26,1.07,7.96,0.66
"estados","Alagoas","9a","Feminino","Rural",26.79,0.62,9.65,0.42
"estados","Alagoas","9a","Feminino","Urbana",29.48,0.6,10.16,0.39
"estados","Amapa","9a","Feminino","Rural",22.62,2.81,8.6,1.89
"estados","Amapa","9a","Feminino","Urbana",23.92,1.54,7.84,0.97
"estados","Amazonas","9a","Feminino","Rural",17.34,0.59,5.12,0.34
"estados","Amazonas","9a","Feminino","Urbana",22.73,0.42,7.85,0.27
"estados","Bahia","9a","Feminino","Rural",23.3,0.3,7.53,0.19
"estados","Bahia","9a","Feminino","Urbana",27.35,0.31,9.6,0.2
"estados","Ceara","9a","Feminino","Rural",32.14,0.37,10.58,0.25
"estados","Ceara","9a","Feminino","Urbana",34.62,0.37,13.14,0.26
"estados","Distrito Federal","9a","Feminino","Rural",23.38,3.41,5.19,1.79
"estados","Distrito Federal","9a","Feminino","Urbana",24.41,1.3,8.23,0.83
"estados","Espirito Santo","9a","Feminino","Rural",27.55,1.05,9.22,0.68
"estados","Espirito Santo","9a","Feminino","Urbana",28.51,0.68,10.53,0.46
"estados","Goias","9a","Feminino","Rural",28.74,1.31,10.03,0.87
"estados","Goias","9a","Feminino","Urbana",31.32,0.52,11.46,0.36
"estados","Maranhao","9a","Feminino","Rural",19.39,0.31,5.61,0.18
"estados","Maranhao","9a","Feminino","Urbana",22,0.3,6.97,0.19
"estados","Mato Grosso","9a","Feminino","Rural",29.17,1.29,11.36,0.9
"estados","Mato Grosso","9a","Feminino","Urbana",29.6,0.62,11.04,0.43
"estados","Mato Grosso do Sul","9a","Feminino","Rural",30.47,1.29,8.9,0.8
"estados","Mato Grosso do Sul","9a","Feminino","Urbana",28.95,0.63,10.27,0.42
"estados","Minas Gerais","9a","Feminino","Rural",25.54,0.39,8.24,0.25
"estados","Minas Gerais","9a","Feminino","Urbana",29.17,0.26,10.91,0.18
"estados","Para","9a","Feminino","Rural",17.79,0.33,4.65,0.18
"estados","Para","9a","Feminino","Urbana",23.04,0.32,6.83,0.19
"estados","Paraiba","9a","Feminino","Rural",29.12,0.64,10.07,0.42
"estados","Paraiba","9a","Feminino","Urbana",30.12,0.51,11.12,0.35
"estados","Parana","9a","Feminino","Rural",29.43,0.68,10.38,0.46
"estados","Parana","9a","Feminino","Urbana",32.22,0.4,12.39,0.28
"estados","Pernambuco","9a","Feminino","Rural",29.64,0.47,10.52,0.31
"estados","Pernambuco","9a","Feminino","Urbana",32.96,0.41,12.49,0.29
"estados","Piaui","9a","Feminino","Rural",22.74,0.58,6.49,0.34
"estados","Piaui","9a","Feminino","Urbana",26.85,0.61,8.92,0.39
"estados","Rio Grande do Norte","9a","Feminino","Rural",33.5,0.88,12.37,0.62
"estados","Rio Grande do Norte","9a","Feminino","Urbana",35.74,0.67,14.54,0.49
"estados","Rio Grande do Sul","9a","Feminino","Rural",36.34,0.92,15.77,0.7
"estados","Rio Grande do Sul","9a","Feminino","Urbana",37.98,0.52,16.23,0.39
"estados","Rio de Janeiro","9a","Feminino","Rural",32.49,1.24,13.18,0.9
"estados","Rio de Janeiro","9a","Feminino","Urbana",33.92,0.44,14.11,0.32
"estados","Rondonia","9a","Feminino","Rural",20.67,1.16,6.81,0.72
"estados","Rondonia","9a","Feminino","Urbana",23.86,1.01,8.46,0.66
"estados","Roraima","9a","Feminino","Rural",22.74,2.19,5.21,1.16
"estados","Roraima","9a","Feminino","Urbana",27.34,1.22,9.36,0.8
"estados","Santa Catarina","9a","Feminino","Rural",31.08,1.15,11.21,0.78
"estados","Santa Catarina","9a","Feminino","Urbana",31.97,0.72,12.84,0.51
"estados","Sao Paulo","9a","Feminino","Rural",31.82,0.82,12.59,0.59
"estados","Sao Paulo","9a","Feminino","Urbana",33.91,0.28,13.92,0.2
"estados","Sergipe","9a","Feminino","Rural",26.12,0.75,8.29,0.47
"estados","Sergipe","9a","Feminino","Urbana",31.14,0.78,10.86,0.52
"estados","Tocantins","9a","Feminino","Rural",21.81,1.05,5.68,0.59
"estados","Tocantins","9a","Feminino","Urbana",22.92,0.63,7.88,0.4
"estados","Acre","9a","Masculino","Rural",22.73,3.65,7.58,2.3
"estados","Acre","9a","Masculino","Urbana",17.91,3.31,8.96,2.47
"estados","Alagoas","9a","Masculino","Rural",24.09,1.4,9.74,0.97
"estados","Alagoas","9a","Masculino","Urbana",32.45,1.33,15.62,1.03
"estados","Amapa","9a","Masculino","Rural",4.76,4.65,0,0
"estados","Amapa","9a","Masculino","Urbana",15.6,3.48,4.59,2
"estados","Amazonas","9a","Masculino","Rural",20.5,1.55,6.49,0.95
"estados","Amazonas","9a","Masculino","Urbana",26.31,1.03,11.08,0.73
"estados","Bahia","9a","Masculino","Rural",22.09,0.79,8.77,0.54
"estados","Bahia","9a","Masculino","Urbana",25.79,0.82,11.88,0.61
"estados","Ceara","9a","Masculino","Rural",33.7,1.02,15.9,0.79
"estados","Ceara","9a","Masculino","Urbana",37.91,0.96,20.87,0.81
"estados","Distrito Federal","9a","Masculino","Rural",25,12.5,8.33,7.98
"estados","Distrito Federal","9a","Masculino","Urbana",33.33,7.27,16.67,5.75
"estados","Espirito Santo","9a","Masculino","Rural",27.25,2.06,12.23,1.52
"estados","Espirito Santo","9a","Masculino","Urbana",27.11,1.41,11.95,1.03
"estados","Goias","9a","Masculino","Rural",28.91,2.64,14.29,2.04
"estados","Goias","9a","Masculino","Urbana",32.29,1.04,14.33,0.78
"estados","Maranhao","9a","Masculino","Rural",16.67,0.78,5.4,0.48
"estados","Maranhao","9a","Masculino","Urbana",21.58,0.8,8.52,0.54
"estados","Mato Grosso","9a","Masculino","Rural",26.11,2.48,13.38,1.92
"estados","Mato Grosso","9a","Masculino","Urbana",29.99,1.36,12.93,1
"estados","Mato Grosso do Sul","9a","Masculino","Rural",30.04,3.07,14.35,2.35
"estados","Mato Grosso do Sul","9a","Masculino","Urbana",31.53,1.25,13.61,0.92
"estados","Minas Gerais","9a","Masculino","Rural",25.73,0.59,11.06,0.43
"estados","Minas Gerais","9a","Masculino","Urbana",29.96,0.4,13.91,0.3
"estados","Para","9a","Masculino","Rural",20.27,0.97,7.32,0.63
"estados","Para","9a","Masculino","Urbana",24.49,0.91,10.42,0.64
"estados","Paraiba","9a","Masculino","Rural",25.16,1.1,9.46,0.74
"estados","Paraiba","9a","Masculino","Urbana",32.07,1.12,15.66,0.87
"estados","Parana","9a","Masculino","Rural",29.44,0.89,12.33,0.64
"estados","Parana","9a","Masculino","Urbana",33.23,0.56,16.58,0.45
"estados","Pernambuco","9a","Masculino","Rural",30.67,1.42,14.06,1.07
"estados","Pernambuco","9a","Masculino","Urbana",31.74,1.2,16.73,0.96
"estados","Piaui","9a","Masculino","Rural",22.03,1.47,8.89,1.01
"estados","Piaui","9a","Masculino","Urbana",29.06,1.44,15.34,1.14
"estados","Rio Grande do Norte","9a","Masculino","Rural",31.49,2.07,15.05,1.59
"estados","Rio Grande do Norte","9a","Masculino","Urbana",37.95,1.44,19.33,1.17
"estados","Rio Grande do Sul","9a","Masculino","Rural",38.75,1.4,18.14,1.1
"estados","Rio Grande do Sul","9a","Masculino","Urbana",40.83,0.72,21.75,0.61
"estados","Rio de Janeiro","9a","Masculino","Rural",23.48,2.34,11.89,1.79
"estados","Rio de Janeiro","9a","Masculino","Urbana",32.7,1.13,16.87,0.9
"estados","Rondonia","9a","Masculino","Rural",23.63,3.15,10.99,2.32
"estados","Rondonia","9a","Masculino","Urbana",27.73,2.05,13.24,1.55
"estados","Roraima","9a","Masculino","Rural",10.53,7.04,0,0
"estados","Roraima","9a","Masculino","Urbana",37.37,4.86,19.19,3.96
"estados","Santa Catarina","9a","Masculino","Rural",33.54,1.51,15.28,1.15
"estados","Santa Catarina","9a","Masculino","Urbana",33.84,1,16.58,0.79
"estados","Sao Paulo","9a","Masculino","Rural",32.33,1.51,15.22,1.16
"estados","Sao Paulo","9a","Masculino","Urbana",36.59,0.56,19.52,0.46
"estados","Sergipe","9a","Masculino","Rural",22.77,2.03,9.15,1.4
"estados","Sergipe","9a","Masculino","Urbana",27.43,2.23,11.72,1.61
"estados","Tocantins","9a","Masculino","Rural",20.16,2.05,7.33,1.33
"estados","Tocantins","9a","Masculino","Urbana",23.1,1.22,9.67,0.85
"raca","Amarela","0 - 5m","Feminino","Rural",13.43,4.17,5.97,2.89
"raca","Amarela","0 - 5m","Feminino","Urbana",12.09,2.42,6.04,1.77
"raca","Branca","0 - 5m","Feminino","Rural",8.03,0.29,2.69,0.18
"raca","Branca","0 - 5m","Feminino","Urbana",6.08,0.12,1.65,0.07
"raca","Indígena","0 - 5m","Feminino","Rural",16.06,3.14,7.3,2.22
"raca","Indígena","0 - 5m","Feminino","Urbana",15.28,3,2.08,1.19
"raca","NI","0 - 5m","Feminino","Rural",11.69,0.96,3.21,0.53
"raca","NI","0 - 5m","Feminino","Urbana",8.5,0.47,2.68,0.27
"raca","Parda","0 - 5m","Feminino","Rural",12.96,0.27,4.63,0.17
"raca","Parda","0 - 5m","Feminino","Urbana",9.82,0.15,3.13,0.09
"raca","Preta","0 - 5m","Feminino","Rural",10.81,0.96,3.7,0.58
"raca","Preta","0 - 5m","Feminino","Urbana",8.84,0.43,2.72,0.25
"raca","Amarela","0 - 5m","Masculino","Rural",12.73,4.49,3.64,2.52
"raca","Amarela","0 - 5m","Masculino","Urbana",11.3,2.38,1.69,0.97
"raca","Branca","0 - 5m","Masculino","Rural",9.99,0.32,3.22,0.19
"raca","Branca","0 - 5m","Masculino","Urbana",7.24,0.13,2.07,0.07
"raca","Indígena","0 - 5m","Masculino","Rural",16.99,3.04,5.88,1.9
"raca","Indígena","0 - 5m","Masculino","Urbana",16.23,2.97,3.9,1.56
"raca","NI","0 - 5m","Masculino","Rural",12.39,0.98,4.22,0.6
"raca","NI","0 - 5m","Masculino","Urbana",9.18,0.48,2.78,0.27
"raca","Parda","0 - 5m","Masculino","Rural",15.29,0.29,5.41,0.18
"raca","Parda","0 - 5m","Masculino","Urbana",11.64,0.16,3.85,0.09
"raca","Preta","0 - 5m","Masculino","Rural",10.75,0.97,4.54,0.65
"raca","Preta","0 - 5m","Masculino","Urbana",10.19,0.44,3.19,0.26
"raca","Amarela","06 - 11m","Feminino","Rural",21.4,2.63,8.23,1.76
"raca","Amarela","06 - 11m","Feminino","Urbana",18.1,1.66,6.16,1.04
"raca","Branca","06 - 11m","Feminino","Rural",15.58,0.25,5.04,0.15
"raca","Branca","06 - 11m","Feminino","Urbana",12.5,0.12,3.57,0.07
"raca","Indígena","06 - 11m","Feminino","Rural",18.15,1.02,5.93,0.63
"raca","Indígena","06 - 11m","Feminino","Urbana",19.7,1.46,7.42,0.96
"raca","NI","06 - 11m","Feminino","Rural",19.65,0.62,7.06,0.4
"raca","NI","06 - 11m","Feminino","Urbana",16.13,0.38,5.49,0.24
"raca","Parda","06 - 11m","Feminino","Rural",20.71,0.16,7.39,0.1
"raca","Parda","06 - 11m","Feminino","Urbana",17.63,0.1,6.04,0.06
"raca","Preta","06 - 11m","Feminino","Rural",20.55,0.67,6.9,0.42
"raca","Preta","06 - 11m","Feminino","Urbana",15.64,0.32,5.22,0.2
"raca","Amarela","06 - 11m","Masculino","Rural",23.11,2.9,4.72,1.46
"raca","Amarela","06 - 11m","Masculino","Urbana",16.76,1.64,4.62,0.92
"raca","Branca","06 - 11m","Masculino","Rural",17.61,0.27,6.04,0.17
"raca","Branca","06 - 11m","Masculino","Urbana",14.22,0.13,4.37,0.08
"raca","Indígena","06 - 11m","Masculino","Rural",20.43,1.06,6.19,0.63
"raca","Indígena","06 - 11m","Masculino","Urbana",21.98,1.49,7.67,0.96
"raca","NI","06 - 11m","Masculino","Rural",21.31,0.63,7.88,0.41
"raca","NI","06 - 11m","Masculino","Urbana",17.55,0.39,5.76,0.24
"raca","Parda","06 - 11m","Masculino","Rural",22.81,0.16,8.45,0.11
"raca","Parda","06 - 11m","Masculino","Urbana",19.53,0.11,6.86,0.07
"raca","Preta","06 - 11m","Masculino","Rural",20.83,0.66,7.48,0.43
"raca","Preta","06 - 11m","Masculino","Urbana",17.62,0.34,5.86,0.21
"raca","Amarela","12 - 17m","Feminino","Rural",20.05,2.03,7.46,1.33
"raca","Amarela","12 - 17m","Feminino","Urbana",20,1.33,6.15,0.8
"raca","Branca","12 - 17m","Feminino","Rural",18.58,0.22,5.61,0.13
"raca","Branca","12 - 17m","Feminino","Urbana",16.14,0.11,4.55,0.06
"raca","Indígena","12 - 17m","Feminino","Rural",18.26,0.7,5.42,0.41
"raca","Indígena","12 - 17m","Feminino","Urbana",19.01,1.02,4.77,0.56
"raca","NI","12 - 17m","Feminino","Rural",20.4,0.5,6.83,0.31
"raca","NI","12 - 17m","Feminino","Urbana",18.33,0.31,5.84,0.19
"raca","Parda","12 - 17m","Feminino","Rural",21.23,0.12,7.26,0.08
"raca","Parda","12 - 17m","Feminino","Urbana",19.16,0.08,6.24,0.05
"raca","Preta","12 - 17m","Feminino","Rural",19.92,0.51,6.97,0.33
"raca","Preta","12 - 17m","Feminino","Urbana",17.87,0.27,5.56,0.16
"raca","Amarela","12 - 17m","Masculino","Rural",24.15,2.19,9.71,1.52
"raca","Amarela","12 - 17m","Masculino","Urbana",19.48,1.4,6.49,0.87
"raca","Branca","12 - 17m","Masculino","Rural",19.68,0.23,6.47,0.14
"raca","Branca","12 - 17m","Masculino","Urbana",17.71,0.12,5.26,0.07
"raca","Indígena","12 - 17m","Masculino","Rural",18.73,0.7,5.42,0.41
"raca","Indígena","12 - 17m","Masculino","Urbana",20.18,1.07,6.04,0.64
"raca","NI","12 - 17m","Masculino","Rural",21.51,0.51,7.63,0.33
"raca","NI","12 - 17m","Masculino","Urbana",19.81,0.32,6.64,0.2
"raca","Parda","12 - 17m","Masculino","Rural",22.56,0.13,7.97,0.08
"raca","Parda","12 - 17m","Masculino","Urbana",20.58,0.09,6.94,0.05
"raca","Preta","12 - 17m","Masculino","Rural",20.5,0.52,7.43,0.34
"raca","Preta","12 - 17m","Masculino","Urbana",19.49,0.28,6.5,0.18
"raca","Amarela","18 - 23m","Feminino","Rural",18.68,1.72,7.59,1.17
"raca","Amarela","18 - 23m","Feminino","Urbana",15.45,1.06,4.03,0.58
"raca","Branca","18 - 23m","Feminino","Rural",17.36,0.19,5.34,0.11
"raca","Branca","18 - 23m","Feminino","Urbana",16.46,0.1,4.69,0.06
"raca","Indígena","18 - 23m","Feminino","Rural",16.62,0.55,4.53,0.31
"raca","Indígena","18 - 23m","Feminino","Urbana",15.57,0.81,5.04,0.49
"raca","NI","18 - 23m","Feminino","Rural",18.11,0.42,5.52,0.25
"raca","NI","18 - 23m","Feminino","Urbana",17.82,0.27,5.61,0.16
"raca","Parda","18 - 23m","Feminino","Rural",18.72,0.1,6.07,0.06
"raca","Parda","18 - 23m","Feminino","Urbana",17.93,0.07,5.76,0.04
"raca","Preta","18 - 23m","Feminino","Rural",17.56,0.43,5.58,0.26
"raca","Preta","18 - 23m","Feminino","Urbana",17.23,0.24,5.22,0.14
"raca","Amarela","18 - 23m","Masculino","Rural",16.67,1.59,5.49,0.98
"raca","Amarela","18 - 23m","Masculino","Urbana",17.88,1.14,7.74,0.8
"raca","Branca","18 - 23m","Masculino","Rural",18.69,0.2,6.1,0.12
"raca","Branca","18 - 23m","Masculino","Urbana",17.82,0.1,5.3,0.06
"raca","Indígena","18 - 23m","Masculino","Rural",17.96,0.56,4.88,0.32
"raca","Indígena","18 - 23m","Masculino","Urbana",17.97,0.89,5.79,0.54
"raca","NI","18 - 23m","Masculino","Rural",19.1,0.42,6.44,0.26
"raca","NI","18 - 23m","Masculino","Urbana",19.14,0.28,6.52,0.18
"raca","Parda","18 - 23m","Masculino","Rural",19.83,0.1,6.83,0.07
"raca","Parda","18 - 23m","Masculino","Urbana",19.26,0.07,6.49,0.05
"raca","Preta","18 - 23m","Masculino","Rural",18.86,0.44,6.7,0.28
"raca","Preta","18 - 23m","Masculino","Urbana",19.02,0.25,6.03,0.15
"raca","Amarela","2a","Feminino","Rural",12.32,1.04,3.84,0.61
"raca","Amarela","2a","Feminino","Urbana",13.96,0.74,4.47,0.44
"raca","Branca","2a","Feminino","Rural",13.29,0.12,4.15,0.07
"raca","Branca","2a","Feminino","Urbana",13.52,0.07,4.3,0.04
"raca","Indígena","2a","Feminino","Rural",12.84,0.34,3.69,0.19
"raca","Indígena","2a","Feminino","Urbana",11.85,0.52,3.59,0.3
"raca","NI","2a","Feminino","Rural",12.57,0.26,4.07,0.16
"raca","NI","2a","Feminino","Urbana",13.7,0.17,4.6,0.11
"raca","Parda","2a","Feminino","Rural",13.18,0.06,4.41,0.04
"raca","Parda","2a","Feminino","Urbana",13.37,0.04,4.46,0.03
"raca","Preta","2a","Feminino","Rural",12.63,0.28,4.23,0.17
"raca","Preta","2a","Feminino","Urbana",13.51,0.16,4.37,0.1
"raca","Amarela","2a","Masculino","Rural",14.16,1.1,3.92,0.61
"raca","Amarela","2a","Masculino","Urbana",14.72,0.76,4.54,0.45
"raca","Branca","2a","Masculino","Rural",14.41,0.13,4.83,0.08
"raca","Branca","2a","Masculino","Urbana",14.28,0.07,4.64,0.04
"raca","Indígena","2a","Masculino","Rural",14.89,0.36,4.35,0.21
"raca","Indígena","2a","Masculino","Urbana",13.72,0.58,4.18,0.34
"raca","NI","2a","Masculino","Rural",14.27,0.28,5.19,0.18
"raca","NI","2a","Masculino","Urbana",14.38,0.18,5.1,0.11
"raca","Parda","2a","Masculino","Rural",14.59,0.07,5.13,0.04
"raca","Parda","2a","Masculino","Urbana",14.59,0.05,5.14,0.03
"raca","Preta","2a","Masculino","Rural",13.27,0.28,4.61,0.18
"raca","Preta","2a","Masculino","Urbana",14.84,0.16,5,0.1
"raca","Amarela","3a","Feminino","Rural",9.55,0.85,3.21,0.51
"raca","Amarela","3a","Feminino","Urbana",10.56,0.62,3.81,0.38
"raca","Branca","3a","Feminino","Rural",11.45,0.1,3.68,0.06
"raca","Branca","3a","Feminino","Urbana",12.07,0.06,3.88,0.03
"raca","Indígena","3a","Feminino","Rural",9.89,0.29,2.42,0.15
"raca","Indígena","3a","Feminino","Urbana",8.76,0.43,2.55,0.24
"raca","NI","3a","Feminino","Rural",10.48,0.23,3.63,0.14
"raca","NI","3a","Feminino","Urbana",11.39,0.15,3.81,0.09
"raca","Parda","3a","Feminino","Rural",10.22,0.05,3.25,0.03
"raca","Parda","3a","Feminino","Urbana",10.88,0.04,3.58,0.02
"raca","Preta","3a","Feminino","Rural",9.51,0.24,3.4,0.15
"raca","Preta","3a","Feminino","Urbana",11.2,0.14,3.75,0.09
"raca","Amarela","3a","Masculino","Rural",12.04,0.94,4.29,0.59
"raca","Amarela","3a","Masculino","Urbana",12.16,0.65,5.03,0.44
"raca","Branca","3a","Masculino","Rural",13.01,0.11,4.74,0.07
"raca","Branca","3a","Masculino","Urbana",13.24,0.06,4.74,0.04
"raca","Indígena","3a","Masculino","Rural",13.29,0.32,3.43,0.17
"raca","Indígena","3a","Masculino","Urbana",11.78,0.51,3.51,0.29
"raca","NI","3a","Masculino","Rural",11.81,0.24,4.33,0.15
"raca","NI","3a","Masculino","Urbana",12.92,0.16,4.9,0.1
"raca","Parda","3a","Masculino","Rural",11.95,0.06,4.35,0.04
"raca","Parda","3a","Masculino","Urbana",12.42,0.04,4.6,0.03
"raca","Preta","3a","Masculino","Rural",11.17,0.25,3.96,0.16
"raca","Preta","3a","Masculino","Urbana",12.82,0.15,4.61,0.09
"raca","Amarela","4a","Feminino","Rural",8.8,0.78,3.01,0.47
"raca","Amarela","4a","Feminino","Urbana",8.66,0.57,3.13,0.35
"raca","Branca","4a","Feminino","Rural",9.21,0.09,3.06,0.05
"raca","Branca","4a","Feminino","Urbana",10.47,0.05,3.71,0.03
"raca","Indígena","4a","Feminino","Rural",6.17,0.23,1.42,0.11
"raca","Indígena","4a","Feminino","Urbana",6.46,0.37,1.68,0.19
"raca","NI","4a","Feminino","Rural",8.27,0.2,2.82,0.12
"raca","NI","4a","Feminino","Urbana",9.62,0.13,3.26,0.08
"raca","Parda","4a","Feminino","Rural",7.59,0.05,2.48,0.03
"raca","Parda","4a","Feminino","Urbana",8.75,0.03,3.05,0.02
"raca","Preta","4a","Feminino","Rural",7.58,0.22,2.62,0.13
"raca","Preta","4a","Feminino","Urbana",9.42,0.14,3.34,0.09
"raca","Amarela","4a","Masculino","Rural",9.85,0.81,3.63,0.51
"raca","Amarela","4a","Masculino","Urbana",9.54,0.58,3.79,0.38
"raca","Branca","4a","Masculino","Rural",11.16,0.1,4.07,0.06
"raca","Branca","4a","Masculino","Urbana",12.1,0.06,4.57,0.04
"raca","Indígena","4a","Masculino","Rural",9.56,0.28,2.4,0.15
"raca","Indígena","4a","Masculino","Urbana",8.13,0.45,2.77,0.27
"raca","NI","4a","Masculino","Rural",9.87,0.22,3.56,0.14
"raca","NI","4a","Masculino","Urbana",11.21,0.14,4.17,0.09
"raca","Parda","4a","Masculino","Rural",9.47,0.05,3.4,0.03
"raca","Parda","4a","Masculino","Urbana",10.51,0.04,3.99,0.02
"raca","Preta","4a","Masculino","Rural",8.96,0.24,3.17,0.15
"raca","Preta","4a","Masculino","Urbana",10.8,0.15,4.15,0.1
"raca","Amarela","5a","Feminino","Rural",17.16,0.99,5.95,0.62
"raca","Amarela","5a","Feminino","Urbana",21.05,0.83,7.86,0.55
"raca","Branca","5a","Feminino","Rural",22.78,0.13,8.35,0.08
"raca","Branca","5a","Feminino","Urbana",26.05,0.08,10.26,0.05
"raca","Indígena","5a","Feminino","Rural",21.32,0.43,4.96,0.23
"raca","Indígena","5a","Feminino","Urbana",19.86,0.63,5.74,0.37
"raca","NI","5a","Feminino","Rural",20.13,0.3,7.46,0.2
"raca","NI","5a","Feminino","Urbana",23.84,0.19,9.2,0.13
"raca","Parda","5a","Feminino","Rural",19.06,0.07,6.73,0.05
"raca","Parda","5a","Feminino","Urbana",21.81,0.05,8.42,0.04
"raca","Preta","5a","Feminino","Rural",18.97,0.36,6.54,0.23
"raca","Preta","5a","Feminino","Urbana",23.36,0.23,9.38,0.16
"raca","Amarela","5a","Masculino","Rural",23.72,1.1,8.86,0.73
"raca","Amarela","5a","Masculino","Urbana",26.28,0.9,10.83,0.63
"raca","Branca","5a","Masculino","Rural",27.2,0.14,10.67,0.1
"raca","Branca","5a","Masculino","Urbana",29.68,0.08,12.34,0.06
"raca","Indígena","5a","Masculino","Rural",29.01,0.47,7.5,0.27
"raca","Indígena","5a","Masculino","Urbana",25.84,0.75,7.86,0.46
"raca","NI","5a","Masculino","Rural",23.6,0.32,9.46,0.22
"raca","NI","5a","Masculino","Urbana",27.01,0.2,11.19,0.14
"raca","Parda","5a","Masculino","Rural",22.96,0.08,8.75,0.05
"raca","Parda","5a","Masculino","Urbana",25.25,0.06,10.39,0.04
"raca","Preta","5a","Masculino","Rural",21.68,0.38,8.55,0.26
"raca","Preta","5a","Masculino","Urbana",26.23,0.24,10.66,0.17
"raca","Amarela","6a","Feminino","Rural",17.4,1.02,6.29,0.66
"raca","Amarela","6a","Feminino","Urbana",21.02,0.91,6.72,0.56
"raca","Branca","6a","Feminino","Rural",22.75,0.13,8.05,0.09
"raca","Branca","6a","Feminino","Urbana",26.55,0.08,10.54,0.06
"raca","Indígena","6a","Feminino","Rural",21.52,0.48,5.24,0.26
"raca","Indígena","6a","Feminino","Urbana",19.95,0.71,5.61,0.41
"raca","NI","6a","Feminino","Rural",20.52,0.33,7.31,0.21
"raca","NI","6a","Feminino","Urbana",24.49,0.2,9.53,0.14
"raca","Parda","6a","Feminino","Rural",19.12,0.08,6.66,0.05
"raca","Parda","6a","Feminino","Urbana",22.28,0.06,8.62,0.04
"raca","Preta","6a","Feminino","Rural",18.99,0.43,6.86,0.28
"raca","Preta","6a","Feminino","Urbana",24.8,0.29,9.66,0.2
"raca","Amarela","6a","Masculino","Rural",19.93,1.09,7.48,0.72
"raca","Amarela","6a","Masculino","Urbana",22.14,0.93,9.83,0.67
"raca","Branca","6a","Masculino","Rural",25.66,0.14,10.49,0.1
"raca","Branca","6a","Masculino","Urbana",28.66,0.09,12.58,0.06
"raca","Indígena","6a","Masculino","Rural",28.05,0.54,7.74,0.32
"raca","Indígena","6a","Masculino","Urbana",25.57,0.85,8.42,0.54
"raca","NI","6a","Masculino","Rural",22.8,0.35,9.34,0.24
"raca","NI","6a","Masculino","Urbana",26.37,0.21,11.88,0.16
"raca","Parda","6a","Masculino","Rural",21.6,0.08,8.58,0.06
"raca","Parda","6a","Masculino","Urbana",24.58,0.06,10.76,0.05
"raca","Preta","6a","Masculino","Rural",20.88,0.44,8.11,0.3
"raca","Preta","6a","Masculino","Urbana",25.8,0.29,11.05,0.21
"raca","Amarela","7a","Feminino","Rural",22.27,1.84,7.23,1.14
"raca","Amarela","7a","Feminino","Urbana",21.22,1.38,8.37,0.94
"raca","Branca","7a","Feminino","Rural",24.76,0.2,9.16,0.13
"raca","Branca","7a","Feminino","Urbana",28.74,0.12,11.64,0.09
"raca","Indígena","7a","Feminino","Rural",21.83,0.7,5.72,0.39
"raca","Indígena","7a","Feminino","Urbana",19.69,1,5.16,0.56
"raca","NI","7a","Feminino","Rural",22.7,0.51,8.23,0.33
"raca","NI","7a","Feminino","Urbana",26.56,0.32,10.73,0.22
"raca","Parda","7a","Feminino","Rural",20.92,0.12,7.34,0.07
"raca","Parda","7a","Feminino","Urbana",24.45,0.09,9.55,0.06
"raca","Preta","7a","Feminino","Rural",19.48,0.72,6.86,0.46
"raca","Preta","7a","Feminino","Urbana",27.19,0.48,11.01,0.34
"raca","Amarela","7a","Masculino","Rural",25.75,2.19,8.25,1.38
"raca","Amarela","7a","Masculino","Urbana",23.81,1.76,10.54,1.27
"raca","Branca","7a","Masculino","Rural",25.93,0.23,10.86,0.17
"raca","Branca","7a","Masculino","Urbana",29.67,0.15,13.51,0.11
"raca","Indígena","7a","Masculino","Rural",26.28,0.95,7.19,0.56
"raca","Indígena","7a","Masculino","Urbana",22.41,1.45,8.55,0.97
"raca","NI","7a","Masculino","Rural",22.9,0.62,8.78,0.42
"raca","NI","7a","Masculino","Urbana",27.51,0.39,12.38,0.29
"raca","Parda","7a","Masculino","Rural",21.61,0.14,8.66,0.1
"raca","Parda","7a","Masculino","Urbana",25.06,0.11,11.11,0.08
"raca","Preta","7a","Masculino","Rural",20.7,0.83,7.34,0.54
